SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
272,KA,Karnataka,KA_Belagavi,Belagavi,414,94,313,7,0,0,0,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,286,234,46,6,0,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,11361,9394,1811,155,1,0,0,0,0,,
275,KA,Karnataka,KA_Bidar,Bidar,850,240,561,49,0,0,0,0,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,120,96,24,0,0,0,0,0,0,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,268,69,191,7,1,0,0,0,0,,
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,102,49,52,1,0,0,0,0,0,,
279,KA,Karnataka,KA_Chitradurga,Chitradurga,90,38,52,0,0,0,0,0,0,,
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,1351,677,650,22,2,0,0,0,0,,
281,KA,Karnataka,KA_Davanagere,Davanagere,365,41,311,13,0,0,0,0,0,,
282,KA,Karnataka,KA_Dharwad,Dharwad,668,401,254,13,0,0,0,0,0,,
283,KA,Karnataka,KA_Gadag,Gadag,232,91,137,4,0,0,0,0,0,,
284,KA,Karnataka,KA_Hassan,Hassan,567,284,273,10,0,0,0,0,0,,
285,KA,Karnataka,KA_Haveri,Haveri,182,122,58,2,0,0,0,0,0,,
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,1750,392,1329,29,0,0,0,0,0,,
287,KA,Karnataka,KA_Kodagu,Kodagu,92,88,3,1,0,0,0,0,0,,
288,KA,Karnataka,KA_Kolar,Kolar,190,99,89,2,0,0,0,0,0,,
289,KA,Karnataka,KA_Koppal,Koppal,144,63,79,2,0,0,0,0,0,,
290,KA,Karnataka,KA_Mandya,Mandya,586,205,381,0,0,0,0,0,0,,
291,KA,Karnataka,KA_Mysuru,Mysuru,528,210,306,12,0,0,0,0,0,,
0,KA,Karnataka,KA_Other State,Other State,36,1,32,3,0,0,0,0,0,,
292,KA,Karnataka,KA_Raichur,Raichur,598,157,438,3,0,0,0,0,0,,
293,KA,Karnataka,KA_Ramanagara,Ramanagara,281,160,116,5,0,0,0,0,0,,
294,KA,Karnataka,KA_Shivamogga,Shivamogga,318,177,137,4,0,0,0,0,0,,
295,KA,Karnataka,KA_Tumakuru,Tumakuru,268,193,67,8,0,0,0,0,0,,
296,KA,Karnataka,KA_Udupi,Udupi,1389,215,1171,3,0,0,0,0,0,,
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,470,299,170,1,0,0,0,0,0,,
298,KA,Karnataka,KA_Vijayapura,Vijayapura,616,163,442,11,0,0,0,0,0,,
299,KA,Karnataka,KA_Yadgir,Yadgir,1016,146,869,1,0,0,0,0,0,,
0,KL,Kerala,KL_Other State,Other State,0,0,0,0,0,0,0,0,0,,
300,KL,Kerala,KL_Alappuzha,Alappuzha,411,217,192,1,1,0,0,0,0,,
301,KL,Kerala,KL_Ernakulam,Ernakulam,362,193,166,2,1,0,0,0,0,,
302,KL,Kerala,KL_Idukki,Idukki,134,59,75,0,0,0,0,0,0,,
303,KL,Kerala,KL_Kannur,Kannur,619,269,345,5,0,0,0,0,0,,
304,KL,Kerala,KL_Kasaragod,Kasaragod,535,133,402,0,0,0,0,0,0,,
305,KL,Kerala,KL_Kollam,Kollam,427,180,245,2,0,0,0,0,0,,
306,KL,Kerala,KL_Kottayam,Kottayam,271,112,158,1,0,0,0,0,0,,
307,KL,Kerala,KL_Kozhikode,Kozhikode,347,132,213,2,0,0,0,0,0,,
308,KL,Kerala,KL_Malappuram,Malappuram,755,347,403,5,0,0,0,0,0,,
309,KL,Kerala,KL_Palakkad,Palakkad,673,186,485,1,1,0,0,0,0,,
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,392,178,213,0,1,0,0,0,0,,
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,345,158,182,5,0,0,0,0,0,,
312,KL,Kerala,KL_Thrissur,Thrissur,505,202,300,3,0,0,0,0,0,,
313,KL,Kerala,KL_Wayanad,Wayanad,119,45,73,1,0,0,0,0,0,,
314,LA,Ladakh,LA_Kargil,Kargil,714,65,649,0,0,0,0,0,0,,
315,LA,Ladakh,LA_Leh,Leh,327,115,211,1,0,0,0,0,0,,
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,,
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,604,172,415,17,0,0,0,0,0,,
370,MH,Maharashtra,MH_Akola,Akola,1731,395,1246,89,1,0,0,0,0,,
371,MH,Maharashtra,MH_Amravati,Amravati,718,168,519,31,0,0,0,0,0,,
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,7002,3506,3190,306,0,0,0,0,0,,
374,MH,Maharashtra,MH_Beed,Beed,154,56,95,3,0,0,0,0,0,,
373,MH,Maharashtra,MH_Bhandara,Bhandara,95,15,80,0,0,0,0,0,0,,
375,MH,Maharashtra,MH_Buldhana,Buldhana,343,144,186,13,0,0,0,0,0,,
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,122,50,72,0,0,0,0,0,0,,
377,MH,Maharashtra,MH_Dhule,Dhule,1283,460,752,69,2,0,0,0,0,,
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,92,27,64,1,0,0,0,0,0,,
379,MH,Maharashtra,MH_Gondia,Gondia,184,70,112,2,0,0,0,0,0,,
380,MH,Maharashtra,MH_Hingoli,Hingoli,297,36,260,1,0,0,0,0,0,,
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,4712,1730,2680,302,0,0,0,0,0,,
382,MH,Maharashtra,MH_Jalna,Jalna,832,377,424,31,0,0,0,0,0,,
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,969,221,735,13,0,0,0,0,0,,
384,MH,Maharashtra,MH_Latur,Latur,493,214,252,27,0,0,0,0,0,,
385,MH,Maharashtra,MH_Mumbai,Mumbai,86509,23359,58137,5002,11,0,0,0,0,,
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,0,,
387,MH,Maharashtra,MH_Nagpur,Nagpur,1792,452,1324,16,0,0,0,0,0,,
388,MH,Maharashtra,MH_Nanded,Nanded,427,169,242,16,0,0,0,0,0,,
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,208,56,143,9,0,0,0,0,0,,
390,MH,Maharashtra,MH_Nashik,Nashik,5816,2300,3261,255,0,0,0,0,0,,
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,292,83,195,14,0,0,0,0,0,,
0,MH,Maharashtra,MH_Other State,Other State,145,119,0,26,0,0,0,0,0,,
392,MH,Maharashtra,MH_Palghar,Palghar,8051,4553,3348,150,0,0,0,0,0,,
393,MH,Maharashtra,MH_Parbhani,Parbhani,136,49,83,4,0,0,0,0,0,,
394,MH,Maharashtra,MH_Pune,Pune,30131,14892,14313,926,0,0,0,0,0,,
395,MH,Maharashtra,MH_Raigad,Raigad,6381,3192,3068,119,2,0,0,0,0,,
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,767,231,508,28,0,0,0,0,0,,
397,MH,Maharashtra,MH_Sangli,Sangli,479,207,261,11,0,0,0,0,0,,
398,MH,Maharashtra,MH_Satara,Satara,1401,532,815,53,1,0,0,0,0,,
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,249,57,187,5,0,0,0,0,0,,
400,MH,Maharashtra,MH_Solapur,Solapur,3369,1272,1783,313,1,0,0,0,0,,
401,MH,Maharashtra,MH_Thane,Thane,50829,29988,19459,1381,1,0,0,0,0,,
402,MH,Maharashtra,MH_Wardha,Wardha,26,12,13,1,0,0,0,0,0,,
403,MH,Maharashtra,MH_Washim,Washim,126,28,95,3,0,0,0,0,0,,
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,356,102,241,13,0,0,0,0,0,,
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,0,0,0,0,0,0,0,0,0,,
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,1,1,0,0,0,0,0,0,0,,
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,59,40,17,2,0,4,4,0,0,,
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,1,0,1,0,0,0,0,0,0,,
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,14,14,0,0,0,0,0,0,0,,
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,0,0,0,0,0,0,0,0,0,,
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,7,3,4,0,0,0,0,0,0,,
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,0,0,0,0,0,0,0,0,0,,
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,8,4,4,0,0,0,0,0,0,,
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,5,0,5,0,0,0,0,0,0,,
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,1,1,0,0,0,0,0,0,0,,
405,MN,Manipur,MN_Bishnupur,Bishnupur,81,24,57,0,0,0,0,0,0,,
406,MN,Manipur,MN_Chandel,Chandel,38,34,4,0,0,0,0,0,0,,
407,MN,Manipur,MN_Churachandpur,Churachandpur,141,86,55,0,0,0,0,0,0,,
408,MN,Manipur,MN_Imphal East,Imphal East,46,30,16,0,0,0,0,0,0,,
409,MN,Manipur,MN_Imphal West,Imphal West,97,45,52,0,0,0,0,0,0,,
410,MN,Manipur,MN_Jiribam,Jiribam,46,44,2,0,0,0,0,0,0,,
411,MN,Manipur,MN_Kakching,Kakching,95,70,25,0,0,0,0,0,0,,
412,MN,Manipur,MN_Kamjong,Kamjong,95,78,17,0,0,0,0,0,0,,
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,160,142,18,0,0,0,0,0,0,,
414,MN,Manipur,MN_Noney,Noney,25,8,17,0,0,0,0,0,0,,
415,MN,Manipur,MN_Pherzawl,Pherzawl,32,29,3,0,0,0,0,0,0,,
416,MN,Manipur,MN_Senapati,Senapati,158,148,10,0,0,0,0,0,0,,
417,MN,Manipur,MN_Tamenglong,Tamenglong,180,155,25,0,0,0,0,0,0,,
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,14,1,13,0,0,0,0,0,0,,
419,MN,Manipur,MN_Thoubal,Thoubal,59,36,23,0,0,0,0,0,0,,
420,MN,Manipur,MN_Ukhrul,Ukhrul,163,146,17,0,0,0,0,0,0,,
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,19,3,14,2,0,0,0,0,0,,
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,9,6,3,0,0,0,0,0,0,,
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,29,0,29,0,0,0,0,0,0,,
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,55,12,42,1,0,0,0,0,0,,
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,42,21,21,0,0,0,0,0,0,,
322,MP,Madhya Pradesh,MP_Barwani,Barwani,150,35,111,4,0,0,0,0,0,,
323,MP,Madhya Pradesh,MP_Betul,Betul,83,30,53,0,0,0,0,0,0,,
324,MP,Madhya Pradesh,MP_Bhind,Bhind,305,98,207,0,0,0,0,0,0,,
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,3155,559,2483,113,0,0,0,0,0,,
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,416,18,375,23,0,0,0,0,0,,
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,60,5,55,0,0,0,0,0,0,,
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,67,28,37,2,0,0,0,0,0,,
329,MP,Madhya Pradesh,MP_Damoh,Damoh,53,21,32,0,0,0,0,0,0,,
330,MP,Madhya Pradesh,MP_Datia,Datia,47,21,25,1,0,0,0,0,0,,
331,MP,Madhya Pradesh,MP_Dewas,Dewas,241,39,192,10,0,0,0,0,0,,
332,MP,Madhya Pradesh,MP_Dhar,Dhar,186,13,165,8,0,0,0,0,0,,
333,MP,Madhya Pradesh,MP_Dindori,Dindori,31,1,30,0,0,0,0,0,0,,
335,MP,Madhya Pradesh,MP_Guna,Guna,25,11,12,2,0,0,0,0,0,,
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,644,298,343,3,0,0,0,0,0,,
337,MP,Madhya Pradesh,MP_Harda,Harda,56,25,28,3,0,0,0,0,0,,
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,44,2,38,4,0,0,0,0,0,,
339,MP,Madhya Pradesh,MP_Indore,Indore,4954,867,3838,249,0,0,0,0,0,,
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,451,76,361,14,0,0,0,0,0,,
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,26,10,15,1,0,0,0,0,0,,
342,MP,Madhya Pradesh,MP_Katni,Katni,27,11,13,3,0,0,0,0,0,,
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,358,64,277,17,0,0,0,0,0,,
368,MP,Madhya Pradesh,MP_Khargone,Khargone,328,46,267,15,0,0,0,0,0,,
343,MP,Madhya Pradesh,MP_Mandla,Mandla,6,0,5,1,0,0,0,0,0,,
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,143,34,100,9,0,0,0,0,0,,
345,MP,Madhya Pradesh,MP_Morena,Morena,718,422,291,5,0,0,0,0,0,,
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,34,4,30,0,0,0,0,0,0,,
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,469,31,431,7,0,0,0,0,0,,
348,MP,Madhya Pradesh,MP_Niwari,Niwari,11,3,8,0,0,0,0,0,0,,
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,0,,
349,MP,Madhya Pradesh,MP_Panna,Panna,55,21,34,0,0,0,0,0,0,,
350,MP,Madhya Pradesh,MP_Raisen,Raisen,113,3,105,5,0,0,0,0,0,,
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,106,30,70,6,0,0,0,0,0,,
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,190,33,151,6,0,0,0,0,0,,
353,MP,Madhya Pradesh,MP_Rewa,Rewa,68,18,49,1,0,0,0,0,0,,
354,MP,Madhya Pradesh,MP_Sagar,Sagar,423,87,314,22,0,0,0,0,0,,
355,MP,Madhya Pradesh,MP_Satna,Satna,45,16,27,2,0,0,0,0,0,,
356,MP,Madhya Pradesh,MP_Sehore,Sehore,29,16,11,2,0,0,0,0,0,,
357,MP,Madhya Pradesh,MP_Seoni,Seoni,17,4,13,0,0,0,0,0,0,,
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,24,2,22,0,0,0,0,0,0,,
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,71,17,51,3,0,0,0,0,0,,
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,92,22,68,2,0,0,0,0,0,,
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,83,50,33,0,0,0,0,0,0,,
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,27,8,18,1,0,0,0,0,0,,
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,21,7,14,0,0,0,0,0,0,,
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,74,45,26,3,0,0,0,0,0,,
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,869,18,780,71,0,0,0,0,0,,
366,MP,Madhya Pradesh,MP_Umaria,Umaria,11,1,9,1,0,0,0,0,0,,
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,67,25,42,0,0,0,0,0,0,,
432,MZ,Mizoram,MZ_Aizawl,Aizawl,58,26,32,0,0,0,0,0,0,,
433,MZ,Mizoram,MZ_Champhai,Champhai,10,2,8,0,0,0,0,0,0,,
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,0,,
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,3,0,3,0,0,0,0,0,0,,
434,MZ,Mizoram,MZ_Kolasib,Kolasib,12,1,11,0,0,0,0,0,0,,
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,12,4,8,0,0,0,0,0,0,,
436,MZ,Mizoram,MZ_Lunglei,Lunglei,54,8,46,0,0,0,0,0,0,,
437,MZ,Mizoram,MZ_Mamit,Mamit,20,4,16,0,0,0,0,0,0,,
438,MZ,Mizoram,MZ_Saiha,Saiha,23,14,9,0,0,0,0,0,0,,
728,MZ,Mizoram,MZ_Saitual,Saitual,3,0,3,0,0,0,0,0,0,,
439,MZ,Mizoram,MZ_Serchhip,Serchhip,3,0,3,0,0,0,0,0,0,,
0,NL,Nagaland,NL_Others,Others,46,46,0,0,0,0,0,0,0,,
440,NL,Nagaland,NL_Dimapur,Dimapur,123,94,29,0,0,9,9,0,0,,
441,NL,Nagaland,NL_Kiphire,Kiphire,4,4,0,0,0,0,0,0,0,,
442,NL,Nagaland,NL_Kohima,Kohima,54,40,14,0,0,1,1,0,0,,
443,NL,Nagaland,NL_Longleng,Longleng,2,2,0,0,0,0,0,0,0,,
444,NL,Nagaland,NL_Mokokchung,Mokokchung,3,3,0,0,0,1,1,0,0,,
445,NL,Nagaland,NL_Mon,Mon,98,98,0,0,0,1,1,0,0,,
446,NL,Nagaland,NL_Peren,Peren,260,244,16,0,0,0,0,0,0,,
447,NL,Nagaland,NL_Phek,Phek,10,9,1,0,0,0,0,0,0,,
448,NL,Nagaland,NL_Tuensang,Tuensang,40,40,0,0,0,0,0,0,0,,
449,NL,Nagaland,NL_Wokha,Wokha,10,10,0,0,0,0,0,0,0,,
450,NL,Nagaland,NL_Zunheboto,Zunheboto,6,6,0,0,0,0,0,0,0,,
0,OR,Odisha,OR_Others,Others,0,0,0,0,0,0,0,0,0,Includes NDRF-ODRF returnees after West Bengal Amphan duty,
451,OR,Odisha,OR_Angul,Angul,112,46,65,1,0,1,1,0,0,,
452,OR,Odisha,OR_Balangir,Balangir,248,82,166,0,0,21,21,0,0,,
453,OR,Odisha,OR_Balasore,Balasore,466,121,343,2,0,26,26,0,0,,
454,OR,Odisha,OR_Bargarh,Bargarh,167,72,94,1,0,1,1,0,0,,
456,OR,Odisha,OR_Bhadrak,Bhadrak,276,37,239,0,0,2,2,0,0,,
455,OR,Odisha,OR_Boudh,Boudh,45,4,41,0,0,0,0,0,0,,
457,OR,Odisha,OR_Cuttack,Cuttack,872,315,549,8,0,17,17,0,0,,
458,OR,Odisha,OR_Deogarh,Deogarh,62,20,42,0,0,0,0,0,0,,
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,87,17,70,0,0,1,1,0,0,,
460,OR,Odisha,OR_Gajapati,Gajapati,521,158,362,1,0,3,3,0,0,,
461,OR,Odisha,OR_Ganjam,Ganjam,2836,1321,1487,28,0,215,212,0,3,,
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,361,90,271,0,0,4,4,0,0,,
463,OR,Odisha,OR_Jajpur,Jajpur,664,253,410,1,0,25,25,0,0,,
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,133,27,106,0,0,4,4,0,0,,
465,OR,Odisha,OR_Kalahandi,Kalahandi,79,8,71,0,0,0,0,0,0,,
466,OR,Odisha,OR_Kandhamal,Kandhamal,190,12,178,0,0,0,0,0,0,,
467,OR,Odisha,OR_Kendrapara,Kendrapara,282,39,242,1,0,5,4,0,1,,
468,OR,Odisha,OR_Kendujhar,Kendujhar,198,79,119,0,0,7,7,0,0,,
469,OR,Odisha,OR_Khordha,Khordha,1079,295,773,11,0,50,48,0,2,,
470,OR,Odisha,OR_Koraput,Koraput,73,45,28,0,0,6,6,0,0,,
471,OR,Odisha,OR_Malkangiri,Malkangiri,115,55,60,0,0,3,3,0,0,,
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,291,94,195,2,0,10,10,0,0,,
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,89,56,32,1,0,3,3,0,0,,
474,OR,Odisha,OR_Nayagarh,Nayagarh,211,73,138,0,0,18,18,0,0,,
475,OR,Odisha,OR_Nuapada,Nuapada,86,8,78,0,0,4,4,0,0,,
476,OR,Odisha,OR_Puri,Puri,322,83,237,2,0,16,16,0,0,,
477,OR,Odisha,OR_Rayagada,Rayagada,139,100,38,1,0,1,0,0,1,,
478,OR,Odisha,OR_Sambalpur,Sambalpur,105,58,47,0,0,1,1,0,0,,
479,OR,Odisha,OR_Subarnapur,Subarnapur,44,7,37,0,0,5,5,0,0,,
480,OR,Odisha,OR_Sundargarh,Sundargarh,471,285,185,1,0,78,78,0,0,,
485,PB,Punjab,PB_Amritsar,Amritsar,976,187,740,49,0,0,0,0,0,,
486,PB,Punjab,PB_Barnala,Barnala,71,25,44,2,0,0,0,0,0,,
487,PB,Punjab,PB_Bathinda,Bathinda,117,33,81,3,0,0,0,0,0,,
488,PB,Punjab,PB_Faridkot,Faridkot,128,28,100,0,0,0,0,0,0,,
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,131,26,104,1,0,0,0,0,0,,
490,PB,Punjab,PB_Fazilka,Fazilka,103,27,76,0,0,0,0,0,0,,
491,PB,Punjab,PB_Ferozepur,Ferozepur,122,56,63,3,0,0,0,0,0,,
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,263,47,210,6,0,0,0,0,0,,
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,187,11,169,7,0,0,0,0,0,,
494,PB,Punjab,PB_Jalandhar,Jalandhar,941,355,565,21,0,0,0,0,0,,
495,PB,Punjab,PB_Kapurthala,Kapurthala,121,29,87,5,0,0,0,0,0,,
496,PB,Punjab,PB_Ludhiana,Ludhiana,1182,584,570,28,0,0,0,0,0,,
497,PB,Punjab,PB_Mansa,Mansa,51,7,44,0,0,0,0,0,0,,
498,PB,Punjab,PB_Moga,Moga,135,38,93,4,0,0,0,0,0,,
499,PB,Punjab,PB_Pathankot,Pathankot,236,30,200,6,0,0,0,0,0,,
500,PB,Punjab,PB_Patiala,Patiala,440,245,185,10,0,0,0,0,0,,
501,PB,Punjab,PB_Rupnagar,Rupnagar,117,13,103,1,0,0,0,0,0,,
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,319,79,234,6,0,0,0,0,0,,
503,PB,Punjab,PB_Sangrur,Sangrur,588,133,439,16,0,0,0,0,0,,
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,175,37,137,1,0,0,0,0,0,,
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,139,12,126,1,0,0,0,0,0,,
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,207,18,184,5,0,0,0,0,0,,
481,PY,Puducherry,PY_Karaikal,Karaikal,71,34,37,0,0,25,25,0,0,,
482,PY,Puducherry,PY_Mahe,Mahe,20,7,13,0,0,0,-2,2,0,,
483,PY,Puducherry,PY_Puducherry,Puducherry,1039,491,534,14,0,77,12,65,0,"21 cases(16 of TN, 1 of AP & 4 other) have been transferred,so have been reduced from the total count",
484,PY,Puducherry,PY_Yanam,Yanam,21,21,0,0,0,6,6,0,0,"2 cases of AP have been transferred,so have been reduced from the total count",
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,644,135,488,21,0,2,2,0,0,,
508,RJ,Rajasthan,RJ_Alwar,Alwar,878,521,351,6,0,81,81,0,0,,
509,RJ,Rajasthan,RJ_Banswara,Banswara,100,2,96,2,0,0,0,0,0,,
510,RJ,Rajasthan,RJ_Baran,Baran,71,7,60,4,0,0,0,0,0,,
511,RJ,Rajasthan,RJ_Barmer,Barmer,514,182,328,4,0,0,0,0,0,,
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,1852,251,1561,40,0,0,0,0,0,,
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,283,30,247,6,0,11,9,2,0,,
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,638,398,222,18,0,8,7,0,1,,
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,54,4,50,0,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,16,2,14,0,0,0,0,0,0,,
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,211,1,204,6,0,0,0,0,0,,
517,RJ,Rajasthan,RJ_Churu,Churu,341,17,322,2,0,3,3,0,0,,
518,RJ,Rajasthan,RJ_Dausa,Dausa,184,40,140,4,0,0,-1,0,1,,
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,791,149,631,11,0,0,0,0,0,,
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,479,51,427,1,0,1,1,0,0,,
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,64,19,42,3,0,0,0,0,0,,
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,110,54,56,0,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,3678,557,2953,168,0,34,26,6,2,,
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,116,9,107,0,0,0,0,0,0,,
525,RJ,Rajasthan,RJ_Jalore,Jalore,487,217,267,3,0,0,0,0,0,,
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,379,4,375,0,0,1,1,0,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,415,44,368,3,0,0,0,0,0,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,3213,577,2574,62,0,0,-1,0,1,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,113,10,99,4,0,0,0,0,0,,
530,RJ,Rajasthan,RJ_Kota,Kota,765,129,612,24,0,12,12,0,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,800,181,605,14,0,8,8,0,0,,
0,RJ,Rajasthan,RJ_Other State,Other State,145,73,41,31,0,0,0,0,0,,
532,RJ,Rajasthan,RJ_Pali,Pali,1303,228,1063,12,0,0,0,0,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,139,124,14,1,0,0,0,0,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,331,95,235,1,0,10,10,0,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,116,24,84,8,0,0,-1,0,1,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,658,85,566,7,0,0,0,0,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,620,171,442,7,0,0,0,0,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,209,9,199,1,0,0,0,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,797,116,677,4,0,2,2,0,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,65,29,23,0,13,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,1,0,1,0,0,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,38,12,26,0,0,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,21,10,11,0,0,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,,
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,,
576,TG,Telangana,TG_Adilabad,Adilabad,49,34,15,0,0,0,0,0,0,,
